Campaign Number,Start Date,End Date,Channel,Channel_id,CampaignType,Campaign_type_id,Client,Client_id,Address,City,State,Zip,Email,Contact,Gender,Age,Audience_id,Target Location,Location_id,Views,Likes,Clicks,Conversions,Expense,Total Sales,Executive,Executive_id
C816,2023-08-22,2023-09-02,TikTok,CH003,Sales,CT002,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Female,40-60,AU010,Japan,LO005,94470.0,7317.0,436.0,238.0,30121.63,78453.81,Brandon Townsend Jr.,EX002
C817,2023-08-14,2023-08-19,TikTok,CH003,Sales,CT002,Ramirez-Wilson,CL 011,6802 Scott Ways,Jasonbury,NM,94299-7873,robertellis@simpson-gutierrez.com,Christine Nguyen,Female,18-40,AU004,USA,LO001,78045.0,7128.0,2951.0,949.0,36212.28,23153.0,Becky Brown,EX006
C818,2023-05-14,2023-06-09,Email,CH002,Sales,CT002,Fisher-Johnston,CL 063,36491 Jennifer Park Suite 248,East David,PA,71082-4715,rellis@lindsey.com,Timothy Hernandez,Female,60+,AU002,LATAM,LO002,38727.0,9273.0,136.0,688.0,40894.0,75958.35,Jesus Rivera,EX004
C819,2023-04-14,2023-05-08,Email,CH002,Sales,CT002,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Male,40-60,AU003,India,LO008,42103.0,9806.0,2521.0,145.0,1249.73,53184.0,Michael Camacho,EX007
C820,2023-01-04,2023-01-13,Facebook,CH005,Sales,CT002,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Adults,40-60,AU007,USA,LO001,88270.0,6701.0,4524.0,572.0,31829.01,65359.4,Kyle Serrano,EX010
C821,2023-06-22,2023-07-08,Email,CH002,Sign Up,CT001,Fisher-Johnston,CL 063,36491 Jennifer Park Suite 248,East David,PA,71082-4715,rellis@lindsey.com,Timothy Hernandez,Male,60+,AU005,Canada,LO003,98526.0,5011.0,1173.0,105.0,25538.3,0.0,Jesus Rivera,EX004
C822,2023-08-28,2023-09-07,Email,CH002,Sign Up,CT001,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Adults,40-60,AU007,Canada,LO003,88466.0,7613.0,1955.0,342.0,1276.55,0.0,Lauren Riggs,EX001
C823,2023-03-11,2023-04-01,YouTube,CH001,Sign Up,CT001,Jimenez and Sons,CL 048,8451 Walter Fords Apt. 737,South Danielchester,CT,12719-1372,amartinez@oconnell.com,Justin Cole,Teens,13-19,AU008,Europe,LO004,77646.0,1132.0,2489.0,909.0,34858.96,0.0,Jesus Rivera,EX004
C824,2023-04-23,2023-05-01,TikTok,CH003,Sales,CT002,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Adults,18-40,AU001,India,LO008,6205.0,8940.0,640.0,561.0,22231.65,42410.94,Aaron Faulkner,EX009
C825,2023-11-07,2023-11-22,TikTok,CH003,Sales,CT002,Lewis-Martinez,CL 067,37059 Bates Prairie Suite 432,Port Robertmouth,MN,28374,joshua06@king.com,Angela Anderson,Teens,13-19,AU008,Canada,LO003,66895.0,3352.0,543.0,753.0,6837.32,49517.48,Aaron Faulkner,EX009
C826,2023-09-11,2023-09-25,Instagram,CH004,Sales,CT002,Fisher Group,CL 023,880 Watson Ramp Suite 059,Reynoldsfurt,GU,10725,brian57@hotmail.com,Jeremy Baker,Adults,40-60,AU007,UK,LO006,57249.0,6058.0,2383.0,745.0,46463.19,32754.33,Melissa Haynes,EX008
C827,2023-11-17,2023-11-27,Email,CH002,Sign Up,CT001,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Teens,13-19,AU008,USA,LO001,1516.0,5920.0,2088.0,904.0,22536.74,0.0,Thomas Ryan,EX003
C828,2023-03-11,2023-03-21,Instagram,CH004,Sign Up,CT001,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Male,60+,AU005,Japan,LO005,44912.0,9093.0,1823.0,310.0,17007.12,0.0,Kyle Serrano,EX010
C829,2023-07-26,2023-08-16,Email,CH002,Sales,CT002,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Male,18-40,AU009,LATAM,LO002,70846.0,4360.0,4553.0,339.0,44841.7,60376.63,Wesley Simon,EX005
C830,2023-10-07,2023-11-02,Facebook,CH005,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Teens,13-19,AU008,India,LO008,60110.0,5095.0,2107.0,649.0,14084.61,25790.71,Lauren Riggs,EX001
C831,2023-02-13,2023-03-15,Instagram,CH004,Sales,CT002,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Female,18-40,AU004,Japan,LO005,38888.0,538.0,1187.0,904.0,2555.8,31705.64,Lauren Riggs,EX001
C832,2023-01-21,2023-02-07,Instagram,CH004,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Adults,40-60,AU007,Japan,LO005,23429.0,2964.0,1844.0,182.0,26889.78,49649.17,Wesley Simon,EX005
C833,2023-11-05,2023-11-25,Facebook,CH005,Sales,CT002,Melton-Smith,CL 045,03793 Jacobs Branch,West Max,MA,54633-3659,mercertimothy@huff.com,Patrick Abbott,Adults,18-40,AU001,Europe,LO004,91185.0,2328.0,341.0,401.0,43651.68,56214.93,Lauren Riggs,EX001
C834,2023-09-29,2023-10-04,YouTube,CH001,Sales,CT002,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Adults,40-60,AU007,LATAM,LO002,39709.0,9678.0,989.0,419.0,26981.44,33549.28,Lauren Riggs,EX001
C835,2023-04-28,2023-05-12,Instagram,CH004,Sign Up,CT001,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Male,40-60,AU003,Europe,LO004,96093.0,668.0,4457.0,46.0,18024.96,0.0,Thomas Ryan,EX003
C836,2023-06-03,2023-06-19,YouTube,CH001,Sales,CT002,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Adults,18-40,AU001,UK,LO006,44087.0,1757.0,1208.0,798.0,33608.16,43839.66,Thomas Ryan,EX003
C837,2023-07-09,2023-07-24,YouTube,CH001,Sign Up,CT001,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Female,40-60,AU010,Australia,LO007,99484.0,9303.0,3813.0,51.0,41032.62,0.0,Melissa Haynes,EX008
C838,2023-01-13,2023-02-04,YouTube,CH001,Sales,CT002,Riley PLC,CL 018,699 Anderson Glen,Parkerside,AZ,15616-1374,jennifer09@york.org,Gary Reed,Female,40-60,AU010,LATAM,LO002,53031.0,6198.0,3197.0,659.0,27901.89,55934.84,Kyle Serrano,EX010
C839,2023-11-27,2023-12-05,Facebook,CH005,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Male,60+,AU005,UK,LO006,34219.0,196.0,3516.0,112.0,15945.78,47201.2,Lauren Riggs,EX001
C840,2023-04-23,2023-04-28,Instagram,CH004,Sign Up,CT001,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Seniors,60+,AU006,UK,LO006,32127.0,6996.0,417.0,347.0,19454.03,0.0,Aaron Faulkner,EX009
C841,2023-10-18,2023-10-26,TikTok,CH003,Sign Up,CT001,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Male,40-60,AU003,UK,LO006,12076.0,8918.0,1043.0,718.0,49348.57,0.0,Thomas Ryan,EX003
C842,2023-02-05,2023-02-06,Instagram,CH004,Sign Up,CT001,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Seniors,60+,AU006,USA,LO001,26586.0,3119.0,593.0,457.0,47195.85,0.0,Lauren Riggs,EX001
C843,2023-10-10,2023-11-09,Email,CH002,Sign Up,CT001,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Adults,18-40,AU001,Australia,LO007,98648.0,9609.0,2073.0,543.0,28822.16,0.0,Aaron Faulkner,EX009
C844,2023-06-04,2023-06-19,TikTok,CH003,Sales,CT002,Griffin LLC,CL 078,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,45759,carlos94@ware.org,Karen Mitchell,Female,40-60,AU010,Canada,LO003,32526.0,7646.0,3493.0,966.0,10180.14,64010.65,Brandon Townsend Jr.,EX002
C845,2023-07-04,2023-07-25,TikTok,CH003,Sales,CT002,Riley PLC,CL 018,699 Anderson Glen,Parkerside,AZ,15616-1374,jennifer09@york.org,Gary Reed,Seniors,60+,AU006,Japan,LO005,84010.0,7955.0,3411.0,742.0,11007.12,32327.0,Kyle Serrano,EX010
C846,2023-12-20,2024-01-10,Facebook,CH005,Sales,CT002,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Male,60+,AU005,USA,LO001,26764.0,8941.0,2999.0,46.0,17842.97,57153.4,Aaron Faulkner,EX009
C847,2023-08-18,2023-09-05,Instagram,CH004,Sales,CT002,"Bush, Mendez and Smith",CL 028,791 Darryl Squares Suite 934,Holdenport,OH,41129-2197,churchtimothy@yahoo.com,Patrick Williams,Male,18-40,AU009,LATAM,LO002,1198.0,3144.0,3259.0,586.0,27010.88,47333.7,Brandon Townsend Jr.,EX002
C848,2023-05-20,2023-06-19,Email,CH002,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Seniors,60+,AU006,Japan,LO005,83224.0,5983.0,3018.0,37.0,27489.28,44003.6,Melissa Haynes,EX008
C849,2023-09-01,2023-09-28,Instagram,CH004,Sales,CT002,Wade PLC,CL 041,3571 Harvey Centers,Ronaldfurt,NY,35589-6805,nhall@hotmail.com,Lacey Crane,Male,40-60,AU003,Canada,LO003,53328.0,6870.0,1936.0,626.0,28740.01,68718.19,Lauren Riggs,EX001
C850,2023-12-23,2024-01-02,Facebook,CH005,Sales,CT002,"Ruiz, Cox and Meyer",CL 071,5058 Frank Locks,Blackmouth,MI,7896,vjohnson@yahoo.com,Anne Davis,Adults,18-40,AU001,LATAM,LO002,35351.0,2491.0,4985.0,408.0,545.23,76602.83,Aaron Faulkner,EX009
C851,2023-09-17,2023-09-24,YouTube,CH001,Sales,CT002,Jackson Inc,CL 015,96299 Miller Spur,Jensenfurt,CA,97794-3156,jeremy09@yahoo.com,Karen Rivers,Male,40-60,AU003,Canada,LO003,7988.0,5931.0,2193.0,890.0,29478.89,45110.49,Thomas Ryan,EX003
C852,2023-10-25,2023-10-30,Facebook,CH005,Sales,CT002,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Male,40-60,AU003,Japan,LO005,7871.0,4995.0,4860.0,256.0,30041.8,36019.39,Jesus Rivera,EX004
C853,2023-06-01,2023-06-11,YouTube,CH001,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Male,40-60,AU003,UK,LO006,88315.0,5992.0,3201.0,209.0,8499.97,34457.04,Michael Camacho,EX007
C854,2023-06-29,2023-07-07,TikTok,CH003,Sales,CT002,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Male,40-60,AU003,Australia,LO007,25730.0,7724.0,1232.0,831.0,2563.07,41549.86,Melissa Haynes,EX008
C855,2023-11-16,2023-12-12,TikTok,CH003,Sign Up,CT001,Jimenez and Sons,CL 048,8451 Walter Fords Apt. 737,South Danielchester,CT,12719-1372,amartinez@oconnell.com,Justin Cole,Male,60+,AU005,UK,LO006,22881.0,3125.0,2829.0,311.0,44007.76,0.0,Jesus Rivera,EX004
C856,2023-04-28,2023-05-11,TikTok,CH003,Sales,CT002,"Fox, Carter and Cunningham",CL 033,99919 Michelle Green Apt. 424,West Hannah,KY,63482-6699,bradymcclain@hotmail.com,Andre Manning,Seniors,60+,AU006,Canada,LO003,11247.0,6633.0,2831.0,961.0,29448.34,23153.0,Brandon Townsend Jr.,EX002
C857,2023-02-23,2023-03-12,Instagram,CH004,Sales,CT002,Ramirez-Wilson,CL 011,6802 Scott Ways,Jasonbury,NM,94299-7873,robertellis@simpson-gutierrez.com,Christine Nguyen,Adults,18-40,AU001,LATAM,LO002,63398.0,5775.0,4259.0,384.0,15145.96,46583.27,Becky Brown,EX006
C858,2023-05-17,2023-05-26,Facebook,CH005,Sales,CT002,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Male,40-60,AU003,Japan,LO005,29618.0,6602.0,1133.0,849.0,40858.02,28709.9,Jesus Rivera,EX004
C859,2023-10-19,2023-11-08,Email,CH002,Sales,CT002,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Male,60+,AU005,Europe,LO004,19813.0,9435.0,3068.0,357.0,9185.31,99293.51,Kyle Serrano,EX010
C860,2023-07-15,2023-07-21,Instagram,CH004,Sign Up,CT001,"Bush, Mendez and Smith",CL 028,791 Darryl Squares Suite 934,Holdenport,OH,41129-2197,churchtimothy@yahoo.com,Patrick Williams,Male,18-40,AU009,Japan,LO005,34773.0,1920.0,2085.0,685.0,920.53,0.0,Brandon Townsend Jr.,EX002
C861,2023-05-16,2023-05-23,Instagram,CH004,Sales,CT002,Thomas-Proctor,CL 031,820 Butler Streets Suite 875,North Denisehaven,WV,66736-0964,brownmario@leonard.com,Angela Moore,Male,60+,AU005,Japan,LO005,95846.0,8079.0,3964.0,993.0,35891.28,23153.0,Wesley Simon,EX005
C862,2023-03-24,2023-04-20,Facebook,CH005,Sales,CT002,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Teens,13-19,AU008,UK,LO006,68076.0,2605.0,1694.0,870.0,6964.98,41561.29,Michael Camacho,EX007
C863,2023-06-16,2023-07-04,TikTok,CH003,Sales,CT002,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Female,18-40,AU004,UK,LO006,30439.0,5578.0,3592.0,181.0,6429.05,41558.78,Kyle Serrano,EX010
C864,2023-05-30,2023-06-27,YouTube,CH001,Sales,CT002,Smith-Bailey,CL 012,055 Rebecca Ramp,Edwardsland,WY,72139-7625,bakerpaul@holland.com,Sharon Reeves,Seniors,60+,AU006,LATAM,LO002,38314.0,6965.0,1277.0,198.0,14869.2,67164.85,Michael Camacho,EX007
C865,2023-03-21,2023-04-10,TikTok,CH003,Sales,CT002,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Adults,18-40,AU001,USA,LO001,96951.0,1554.0,3285.0,549.0,20361.86,79249.75,Jesus Rivera,EX004
C866,2023-11-13,2023-12-07,YouTube,CH001,Sales,CT002,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Teens,13-19,AU008,India,LO008,64324.0,3582.0,3319.0,351.0,5968.48,38681.43,Michael Camacho,EX007
C867,2023-10-12,2023-10-28,YouTube,CH001,Sales,CT002,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Male,60+,AU005,UK,LO006,42702.0,4498.0,3455.0,648.0,44258.99,50185.59,Aaron Faulkner,EX009
C868,2023-09-08,2023-09-18,Instagram,CH004,Sales,CT002,Lewis PLC,CL 013,621 Woodard Manors Apt. 208,Port Amy,ME,05157-2612,beth20@gmail.com,Diana Love,Adults,40-60,AU007,LATAM,LO002,39144.0,1049.0,3287.0,887.0,21190.99,64781.67,Thomas Ryan,EX003
C869,2023-05-09,2023-05-19,Email,CH002,Sales,CT002,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Female,40-60,AU010,India,LO008,13836.0,7220.0,814.0,858.0,32857.64,83041.81,Brandon Townsend Jr.,EX002
C870,2023-03-26,2023-04-09,TikTok,CH003,Sign Up,CT001,"Ruiz, Cox and Meyer",CL 071,5058 Frank Locks,Blackmouth,MI,7896,vjohnson@yahoo.com,Anne Davis,Female,60+,AU002,Europe,LO004,3417.0,3052.0,4780.0,327.0,36436.56,0.0,Aaron Faulkner,EX009
C871,2023-03-12,2023-04-02,Instagram,CH004,Sales,CT002,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Female,18-40,AU004,UK,LO006,15825.0,1326.0,1537.0,604.0,24421.87,67099.86,Thomas Ryan,EX003
C872,2023-09-06,2023-09-13,Email,CH002,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Adults,40-60,AU007,LATAM,LO002,46222.0,4996.0,1993.0,168.0,33386.46,57473.35,Lauren Riggs,EX001
C873,2023-07-04,2023-07-28,Instagram,CH004,Sales,CT002,"Bush, Mendez and Smith",CL 028,791 Darryl Squares Suite 934,Holdenport,OH,41129-2197,churchtimothy@yahoo.com,Patrick Williams,Male,60+,AU005,Australia,LO007,20426.0,6422.0,4266.0,364.0,783.24,80667.14,Brandon Townsend Jr.,EX002
C874,2023-07-14,2023-07-17,YouTube,CH001,Sales,CT002,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Adults,18-40,AU001,Japan,LO005,67984.0,5312.0,3298.0,476.0,5383.47,53956.84,Thomas Ryan,EX003
C875,2023-01-28,2023-02-16,YouTube,CH001,Sign Up,CT001,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Adults,40-60,AU007,UK,LO006,53100.0,3293.0,4804.0,895.0,32849.93,0.0,Thomas Ryan,EX003
C876,2023-07-07,2023-07-22,TikTok,CH003,Sign Up,CT001,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Female,60+,AU002,Australia,LO007,58038.0,9097.0,736.0,365.0,17184.09,0.0,Brandon Townsend Jr.,EX002
C877,2023-09-23,2023-10-14,TikTok,CH003,Sales,CT002,Weaver-Hoover,CL 007,050 Andrews Green,North Renee,VT,22014-1131,jacqueline32@dominguez.biz,Kathy Mahoney,Female,40-60,AU010,UK,LO006,72078.0,3367.0,4343.0,165.0,19531.06,54070.74,Brandon Townsend Jr.,EX002
C878,2023-07-30,2023-08-02,Instagram,CH004,Sales,CT002,Hughes-Sullivan,CL 076,5874 Guerra Courts Suite 368,South Codyhaven,OR,93465,williamsnathaniel@yahoo.com,Roy Obrien,Female,60+,AU002,LATAM,LO002,58030.0,5475.0,4502.0,693.0,19558.42,73081.05,Brandon Townsend Jr.,EX002
C879,2023-05-21,2023-06-14,TikTok,CH003,Sales,CT002,"Salinas, Rodriguez and Bowman",CL 074,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,35416,gutierrezjames@yahoo.com,Laura Caldwell,Female,60+,AU002,Australia,LO007,66822.0,8635.0,1873.0,855.0,14368.25,44217.92,Thomas Ryan,EX003
C880,2023-06-12,2023-07-03,TikTok,CH003,Sales,CT002,"Hernandez, Keller and Berry",CL 072,Unit 2637 Box 1240,DPO AE 48178,,,mary90@yahoo.com,Kristin Carson,Adults,18-40,AU001,USA,LO001,28429.0,8108.0,3085.0,274.0,9366.41,69933.44,Thomas Ryan,EX003
C881,2023-08-05,2023-08-26,YouTube,CH001,Sales,CT002,Weaver-Hoover,CL 007,050 Andrews Green,North Renee,VT,22014-1131,jacqueline32@dominguez.biz,Kathy Mahoney,Male,60+,AU005,UK,LO006,79102.0,9894.0,4935.0,763.0,5428.55,23153.0,Brandon Townsend Jr.,EX002
C882,2023-08-25,2023-09-08,Email,CH002,Sign Up,CT001,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Male,60+,AU005,USA,LO001,10819.0,4107.0,3279.0,239.0,30317.95,0.0,Kyle Serrano,EX010
C883,2023-08-01,2023-08-05,TikTok,CH003,Sales,CT002,"Holmes, Johnson and Rodriguez",CL 025,USCGC Erickson,FPO AE 00735-4383,,,polsen@alexander-smith.net,Anne Foley,Teens,13-19,AU008,USA,LO001,45731.0,5951.0,3968.0,80.0,21554.45,55137.33,Wesley Simon,EX005
C884,2023-07-05,2023-07-12,Email,CH002,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Female,60+,AU002,Japan,LO005,47445.0,1374.0,3730.0,650.0,40323.09,59526.14,Melissa Haynes,EX008
C885,2023-12-29,2023-12-30,Email,CH002,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Male,60+,AU005,LATAM,LO002,13655.0,6713.0,394.0,495.0,10233.14,50802.89,Michael Camacho,EX007
C886,2023-06-25,2023-07-15,Facebook,CH005,Sign Up,CT001,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Teens,13-19,AU008,LATAM,LO002,34530.0,2555.0,2006.0,873.0,18940.19,0.0,Thomas Ryan,EX003
C887,2023-07-21,2023-07-26,Instagram,CH004,Sales,CT002,Griffin LLC,CL 078,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,45759,carlos94@ware.org,Karen Mitchell,Female,18-40,AU004,Japan,LO005,48243.0,9730.0,1972.0,180.0,7385.81,87925.21,Brandon Townsend Jr.,EX002
C888,2023-08-24,2023-09-22,YouTube,CH001,Sign Up,CT001,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Adults,18-40,AU001,LATAM,LO002,11321.0,6508.0,4118.0,575.0,35826.23,0.0,Lauren Riggs,EX001
C889,2023-04-08,2023-04-26,Instagram,CH004,Sign Up,CT001,Fisher-Johnston,CL 063,36491 Jennifer Park Suite 248,East David,PA,71082-4715,rellis@lindsey.com,Timothy Hernandez,Female,18-40,AU004,Japan,LO005,98711.0,4948.0,2859.0,979.0,3419.71,0.0,Jesus Rivera,EX004
C890,2023-04-24,2023-05-22,Facebook,CH005,Sign Up,CT001,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Female,18-40,AU004,India,LO008,87693.0,3881.0,1477.0,190.0,8565.87,0.0,Wesley Simon,EX005
C891,2023-05-25,2023-06-19,YouTube,CH001,Sales,CT002,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Male,40-60,AU003,Canada,LO003,99908.0,4829.0,2440.0,24.0,3711.84,32775.39,Jesus Rivera,EX004
C892,2023-01-21,2023-01-22,Email,CH002,Sales,CT002,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Female,18-40,AU004,LATAM,LO002,31471.0,6171.0,3626.0,170.0,28438.21,104416.17,Lauren Riggs,EX001
C893,2023-12-20,2023-12-28,TikTok,CH003,Sales,CT002,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Male,40-60,AU003,LATAM,LO002,64605.0,6850.0,2932.0,728.0,13945.34,61763.17,Wesley Simon,EX005
C894,2023-09-01,2023-09-16,TikTok,CH003,Sales,CT002,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Male,60+,AU005,Australia,LO007,61386.0,7906.0,3847.0,273.0,18565.63,64645.6,Jesus Rivera,EX004
C895,2023-08-22,2023-08-30,TikTok,CH003,Sales,CT002,Riley PLC,CL 018,699 Anderson Glen,Parkerside,AZ,15616-1374,jennifer09@york.org,Gary Reed,Male,60+,AU005,India,LO008,82581.0,2304.0,2089.0,745.0,1649.05,40530.72,Kyle Serrano,EX010
C896,2023-05-06,2023-05-09,YouTube,CH001,Sign Up,CT001,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Seniors,60+,AU006,UK,LO006,85993.0,232.0,2309.0,895.0,32265.7,0.0,Thomas Ryan,EX003
C897,2023-03-14,2023-03-20,Facebook,CH005,Sales,CT002,Hernandez Inc,CL 052,9452 Amber Mills,Lopezville,NV,94038-0838,uhansen@livingston.com,Traci Holden,Male,60+,AU005,USA,LO001,99295.0,491.0,1315.0,917.0,12139.87,63267.89,Melissa Haynes,EX008
C898,2023-10-18,2023-11-12,Facebook,CH005,Sales,CT002,"Arnold, Smith and Ward",CL 058,Unit 2316 Box 4709,DPO AA 90463-5066,,,michelle93@pineda-small.com,Karen Bryan,Teens,13-19,AU008,UK,LO006,11108.0,9485.0,2569.0,790.0,27413.34,49228.84,Jesus Rivera,EX004
C899,2023-08-01,2023-08-29,Email,CH002,Sales,CT002,"Holloway, Cox and Ford",CL 046,7800 Dorsey Tunnel Suite 734,West Tracy,UT,56027,joseph49@hodges-campbell.com,Dennis Carr,Male,18-40,AU009,Australia,LO007,32579.0,207.0,4698.0,583.0,26822.0,90083.81,Brandon Townsend Jr.,EX002
C900,2023-07-31,2023-08-09,YouTube,CH001,Sales,CT002,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Female,40-60,AU010,India,LO008,49560.0,5896.0,887.0,811.0,38240.99,27802.95,Wesley Simon,EX005
C901,2023-06-15,2023-07-14,Email,CH002,Sales,CT002,Reyes-Rios,CL 030,49937 Christopher Unions,Gutierrezmouth,MI,13751-5785,cunninghamjerry@gmail.com,Eric Davis,Teens,13-19,AU008,Europe,LO004,49395.0,6363.0,4971.0,87.0,18720.01,38771.13,Wesley Simon,EX005
